Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TERASOFT,EQ,29-Dec-2016,109.75,112.95,115.00,105.50,105.80,106.20,108.83,61775,67.23,1338,32811,53.11
TERASOFT,EQ,30-Dec-2016,106.20,109.40,113.75,106.00,107.40,108.05,110.24,100911,111.24,1423,55522,55.02
